existing_url,status,indexability,title,h1,meta_description,word_count,canonical,primary_topic,search_intent,cannibalization_risk,recommended_action,destination_if_consolidating,supporting_landing_page,priority,notes
/blog?offset=1710766924823,200 OK,Non-Indexable,Blog — Relief Plus,Discover the Power of PRP Therapy for Tennis Elbow at Relief Plus,"Learn why back pain, neck pain, sciatica, and joint injuries are so common in Carencro, LA, and how chiropractic care, rehab, and movement-based treatment can help.",82,https://www.myreliefplus.com/blog,Local / Educational,Archive pagination/filter,Medium,NOINDEX / TAXONOMY REVIEW,/blog,/services,P3,Pagination/filter variant; keep out of sitemap and canonicalize within the future hub/archive model. Do not redirect parameters blindly.
/blog/the-effectiveness-of-dry-needling-for-plantar-fasciitis-insights-by-dr-shawn-d-johnston-at-relief-plus,200 OK,Indexable,The Effectiveness of Dry Needling for Plantar Fasciitis: Insights by Dr. Shawn D. Johnston at Relief Plus — Relief Plus,The Effectiveness of Dry Needling for Plantar Fasciitis: Insights by Dr. Shawn D. Johnston at Relief Plus,,680,https://www.myreliefplus.com/blog/the-effectiveness-of-dry-needling-for-plantar-fasciitis-insights-by-dr-shawn-d-johnston-at-relief-plus,Knee / Hip / Lower Extremity,Treatment or condition education,Low,UPGRADE,,/plantar-fasciitis-lafayette,P2,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/piriformis-syndrome-and-l5-s1-disc-bulge-a-comparative-insight-by-dr-shawn-johnston-at-relief-plus,200 OK,Indexable,Piriformis Syndrome and L5 S1 Disc Bulge: A Comparative Insight by Dr. Shawn Johnston at Relief Plus — Relief Plus,Piriformis Syndrome and L5 S1 Disc Bulge: A Comparative Insight by Dr. Shawn Johnston at Relief Plus,,706,https://www.myreliefplus.com/blog/piriformis-syndrome-and-l5-s1-disc-bulge-a-comparative-insight-by-dr-shawn-johnston-at-relief-plus,Chiropractic / Spine,Treatment or condition education,Low,RESTORE HIGH PRIORITY,,/sciatica-treatment-lafayette,P2,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/unraveling-dequervains-syndrome-innovative-treatments-at-relief-plus,200 OK,Indexable,Unraveling DeQuervain's Syndrome: Innovative Treatments at Relief Plus — Relief Plus,Unraveling DeQuervain's Syndrome: Innovative Treatments at Relief Plus,"Discover effective relief for DeQuervain's Syndrome with Relief Plus. Learn about our expert diagnosis and innovative treatments, including shockwave therapy, dry needling, soft tissue techniques, and therapeutic exercises tailored to reduce pain and enhance wrist functionality. Find out how our personalized care can help you return to a pain-free lifestyle.",634,https://www.myreliefplus.com/blog/unraveling-dequervains-syndrome-innovative-treatments-at-relief-plus,Shoulder / Upper Extremity,Treatment or condition education,Low,UPGRADE,,/services,P2,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/understanding-arm-numbness-differentiating-causes-by-symptoms,200 OK,Indexable,Understanding Arm Numbness: Differentiating Causes by Symptoms — Relief Plus,Understanding Arm Numbness: Differentiating Causes by Symptoms,,555,https://www.myreliefplus.com/blog/understanding-arm-numbness-differentiating-causes-by-symptoms,Shoulder / Upper Extremity,Narrow patient education / informational,Low,RESTORE HIGH PRIORITY,,/pinched-nerve-lafayette,P2,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog?offset=1713629520500&reversePaginate=true,0 Blocked by robots.txt,Non-Indexable,,,,0,,Local / Educational,Archive pagination/filter,Medium,NOINDEX / TAXONOMY REVIEW,/blog,/services,P3,Pagination/filter variant; keep out of sitemap and canonicalize within the future hub/archive model. Do not redirect parameters blindly.
/blog/understanding-the-difference-tension-headaches-vs-migraines,200 OK,Indexable,Understanding the Difference: Tension Headaches vs. Migraines — Relief Plus,Understanding the Difference: Tension Headaches vs. Migraines,,627,https://www.myreliefplus.com/blog/understanding-the-difference-tension-headaches-vs-migraines,TMJ / Headache,Narrow patient education / informational,Low,KEEP / LIGHT POLISH,,/headache-treatment-lafayette,P2,"Distinct narrow informational intent; preserve URL and original date, then improve links, sourcing, and wording only where needed."
/blog/lipolaser-understanding-the-effectiveness-of-targeted-fat-loss,200 OK,Indexable,LipoLaser: Understanding the Effectiveness of Targeted Fat Loss — Relief Plus,LipoLaser: Understanding the Effectiveness of Targeted Fat Loss,,653,https://www.myreliefplus.com/blog/lipolaser-understanding-the-effectiveness-of-targeted-fat-loss,Regenerative / Advanced Treatments,Narrow patient education / informational,Low,HOLD FOR OWNER REVIEW,,/services,P1,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/prp-and-dry-needling-complementary-approaches-to-muscle-injury-treatment-at-relief-plus,200 OK,Indexable,PRP and Dry Needling: Complementary Approaches to Muscle Injury Treatment at Relief Plus — Relief Plus,PRP and Dry Needling: Complementary Approaches to Muscle Injury Treatment at Relief Plus,,620,https://www.myreliefplus.com/blog/prp-and-dry-needling-complementary-approaches-to-muscle-injury-treatment-at-relief-plus,Regenerative / Advanced Treatments,Narrow patient education / informational,Low,UPGRADE,,/prp-therapy-lafayette,P2,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/facet-syndrome-how-chiropractic-adjustments-and-dry-needling-bring-relief,200 OK,Indexable,Facet Syndrome: How Chiropractic Adjustments and Dry Needling Bring Relief — Relief Plus,Facet Syndrome: How Chiropractic Adjustments and Dry Needling Bring Relief,,652,https://www.myreliefplus.com/blog/facet-syndrome-how-chiropractic-adjustments-and-dry-needling-bring-relief,Regenerative / Advanced Treatments,Narrow patient education / informational,Low,UPGRADE,,/back-pain-lafayette,P2,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/shockwave-therapy-and-dry-needling-a-dual-approach-to-treating-runners-knee,200 OK,Indexable,Struggling With Runner's Knee? — Relief Plus,Shockwave Therapy and Dry Needling: A Dual Approach to Treating Runner's Knee,,684,https://www.myreliefplus.com/blog/shockwave-therapy-and-dry-needling-a-dual-approach-to-treating-runners-knee,Knee / Hip / Lower Extremity,Treatment or condition education,Low,UPGRADE,,/knee-pain-lafayette,P2,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/when-to-wear-a-back-brace-for-disc-pain-a-balanced-approach,200 OK,Indexable,When to Wear a Back Brace for disc Pain: A Balanced Approach — Relief Plus,When to Wear a Back Brace for disc Pain: A Balanced Approach,,653,https://www.myreliefplus.com/blog/when-to-wear-a-back-brace-for-disc-pain-a-balanced-approach,Chiropractic / Spine,Narrow patient education / informational,Low,KEEP / LIGHT POLISH,,/herniated-disc-lafayette,P2,"Distinct narrow informational intent; preserve URL and original date, then improve links, sourcing, and wording only where needed."
/blog/the-healing-touch-manual-therapy-techniques-for-soft-tissue-mobilization,200 OK,Indexable,The Healing Touch: Manual Therapy Techniques for Soft Tissue Mobilization — Relief Plus,The Healing Touch: Manual Therapy Techniques for Soft Tissue Mobilization,,585,https://www.myreliefplus.com/blog/the-healing-touch-manual-therapy-techniques-for-soft-tissue-mobilization,Injury / Function,Narrow patient education / informational,Low,RESTORE LOWER PRIORITY,,/physical-therapy-lafayette,P2,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/treating-plantar-fasciitis-through-dry-needling-efficacy-and-mechanism,200 OK,Indexable,Treating Plantar Fasciitis Through Dry Needling: Efficacy and Mechanism — Relief Plus,Treating Plantar Fasciitis Through Dry Needling: Efficacy and Mechanism,,591,https://www.myreliefplus.com/blog/treating-plantar-fasciitis-through-dry-needling-efficacy-and-mechanism,Knee / Hip / Lower Extremity,Treatment or condition education,High,CONSOLIDATE TO ARTICLE,/blog/the-effectiveness-of-dry-needling-for-plantar-fasciitis-insights-by-dr-shawn-d-johnston-at-relief-plus,/plantar-fasciitis-lafayette,P1,Substantial topical overlap; preserve the stronger article and plan a one-hop redirect only after content/backlink review.
/blog/treating-vertigo-with-acupuncture-a-holistic-approach,200 OK,Indexable,Treating Vertigo with Acupuncture: A Holistic Approach — Relief Plus,Treating Vertigo with Acupuncture: A Holistic Approach,,586,https://www.myreliefplus.com/blog/treating-vertigo-with-acupuncture-a-holistic-approach,Regenerative / Advanced Treatments,Narrow patient education / informational,Low,HOLD FOR OWNER REVIEW,,/services,P1,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/treating-temporomandibular-joint-dysfunction-with-conservative-care,200 OK,Indexable,Treating Temporomandibular Joint Dysfunction with Conservative Care — Relief Plus,Treating Temporomandibular Joint Dysfunction with Conservative Care,,612,https://www.myreliefplus.com/blog/treating-temporomandibular-joint-dysfunction-with-conservative-care,Local / Educational,Treatment or condition education,Low,RESTORE,,/tmj-treatment-lafayette,P0,"Linked from a built condition page; restore exact URL and upgrade evidence, structure, metadata, and internal links during build."
/blog/back-to-basics-core-strengthening-exercises-for-lower-back-pain-relief,200 OK,Indexable,Back to Basics: Core Strengthening Exercises for Lower Back Pain Relief — Relief Plus,Back to Basics: Core Strengthening Exercises for Lower Back Pain Relief,,600,https://www.myreliefplus.com/blog/back-to-basics-core-strengthening-exercises-for-lower-back-pain-relief,Chiropractic / Spine,Narrow patient education / informational,Low,RESTORE LOWER PRIORITY,,/back-pain-lafayette,P2,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/understanding-scapular-dyskinesis-the-hidden-culprit-behind-shoulder-pain,200 OK,Indexable,Understanding Scapular Dyskinesis: The Hidden Culprit Behind Shoulder Pain — Relief Plus,Understanding Scapular Dyskinesis: The Hidden Culprit Behind Shoulder Pain,,657,https://www.myreliefplus.com/blog/understanding-scapular-dyskinesis-the-hidden-culprit-behind-shoulder-pain,Shoulder / Upper Extremity,Narrow patient education / informational,Low,KEEP / LIGHT POLISH,,/shoulder-pain-lafayette,P2,"Distinct narrow informational intent; preserve URL and original date, then improve links, sourcing, and wording only where needed."
/blog/the-strategic-use-of-trigger-point-injections-at-relief-plus,200 OK,Indexable,The Strategic Use of Trigger Point Injections at Relief Plus — Relief Plus,The Strategic Use of Trigger Point Injections at Relief Plus,,664,https://www.myreliefplus.com/blog/the-strategic-use-of-trigger-point-injections-at-relief-plus,Regenerative / Advanced Treatments,Treatment or condition education,Low,RESTORE LOWER PRIORITY,,/trigger-point-injections-lafayette,P2,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/tag/vertigo,200 OK,Indexable,vertigo — Blog — Relief Plus,Treating Vertigo with Acupuncture: A Holistic Approach,,31,https://www.myreliefplus.com/blog/tag/vertigo,Local / Educational,Tag archive,Medium,NOINDEX / TAXONOMY REVIEW,,/services,P3,Thin tag archive; default to noindex/follow unless Search Console/backlinks justify a curated indexable hub.
/blog/tag/accupunture,200 OK,Indexable,accupunture — Blog — Relief Plus,Treating Vertigo with Acupuncture: A Holistic Approach,,31,https://www.myreliefplus.com/blog/tag/accupunture,Local / Educational,Tag archive,Medium,NOINDEX / TAXONOMY REVIEW,/blog/tag/acupuncture,/services,P2,Misspelled thin tag; later consolidate only if a correctly spelled useful archive is intentionally built.
/blog/tag/dizzines,200 OK,Indexable,dizzines — Blog — Relief Plus,Treating Vertigo with Acupuncture: A Holistic Approach,,31,https://www.myreliefplus.com/blog/tag/dizzines,Local / Educational,Tag archive,Medium,NOINDEX / TAXONOMY REVIEW,/blog/tag/dizziness,/services,P2,Misspelled thin tag; later consolidate only if a correctly spelled useful archive is intentionally built.
/blog?offset=1710522710380&reversePaginate=true,0 Blocked by robots.txt,Non-Indexable,,,,0,,Local / Educational,Archive pagination/filter,Medium,NOINDEX / TAXONOMY REVIEW,/blog,/services,P3,Pagination/filter variant; keep out of sitemap and canonicalize within the future hub/archive model. Do not redirect parameters blindly.
/blog/discover-the-power-of-prp-therapy-for-tennis-elbow-at-relief-plus,200 OK,Indexable,Discover the Power of PRP Therapy for Tennis Elbow at Relief Plus — Relief Plus,Discover the Power of PRP Therapy for Tennis Elbow at Relief Plus,,536,https://www.myreliefplus.com/blog/discover-the-power-of-prp-therapy-for-tennis-elbow-at-relief-plus,Shoulder / Upper Extremity,Treatment or condition education,Low,RESTORE,,/tennis-elbow-lafayette,P0,"Linked from a built condition page; restore exact URL and upgrade evidence, structure, metadata, and internal links during build."
/blog/dry-needling-a-game-changer-in-treating-tennis-elbow-at-relief-plus-with-dr-shawn-johnston-1,200 OK,Indexable,Dry Needling: A Game-Changer in Treating Tennis Elbow at Relief Plus with Dr. Shawn Johnston — Relief Plus,Dry Needling: A Game-Changer in Treating Tennis Elbow at Relief Plus with Dr. Shawn Johnston,,602,https://www.myreliefplus.com/blog/dry-needling-a-game-changer-in-treating-tennis-elbow-at-relief-plus-with-dr-shawn-johnston-1,Shoulder / Upper Extremity,Treatment or condition education,Medium,RESTORE,,/tennis-elbow-lafayette,P0,"Linked from a built condition page; restore exact URL and upgrade evidence, structure, metadata, and internal links during build."
/blog/easing-the-grip-of-disc-bulge-with-radicular-pain-traction-and-adjusting-at-relief-plus,200 OK,Indexable,Easing the Grip of Disc Bulge with Radicular Pain: Traction and Adjusting at Relief Plus — Relief Plus,Easing the Grip of Disc Bulge with Radicular Pain: Traction and Adjusting at Relief Plus,,536,https://www.myreliefplus.com/blog/easing-the-grip-of-disc-bulge-with-radicular-pain-traction-and-adjusting-at-relief-plus,Chiropractic / Spine,Treatment or condition education,Low,RESTORE HIGH PRIORITY,,/herniated-disc-lafayette,P1,"Preserve URL and original publication date; improve unique purpose, clinical nuance, sources, headings, and contextual links. Refine overbroad or promotional claims where present."
/blog/tag/carencro,200 OK,Indexable,carencro — Blog — Relief Plus,Frozen Shoulder: Effective Exercises for Regaining Your Range of Motion,,34,https://www.myreliefplus.com/blog/tag/carencro,Local / Educational,Tag archive,Medium,NOINDEX / TAXONOMY REVIEW,,/chiropractor-carencro-la,P3,Thin tag archive; default to noindex/follow unless Search Console/backlinks justify a curated indexable hub.
/blog/tag/frozen+shoulder,200 OK,Indexable,frozen shoulder — Blog — Relief Plus,Frozen Shoulder: Effective Exercises for Regaining Your Range of Motion,,34,https://www.myreliefplus.com/blog/tag/frozen+shoulder,Shoulder / Upper Extremity,Tag archive,Medium,NOINDEX / TAXONOMY REVIEW,,/shoulder-pain-lafayette,P3,Thin tag archive; default to noindex/follow unless Search Console/backlinks justify a curated indexable hub.
/blog/tag/chiropractor,200 OK,Indexable,chiropractor — Blog — Relief Plus,Frozen Shoulder: Effective Exercises for Regaining Your Range of Motion,,34,https://www.myreliefplus.com/blog/tag/chiropractor,Chiropractic / Spine,Tag archive,Medium,NOINDEX / TAXONOMY REVIEW,,/chiropractic-adjustments-lafayette,P3,Thin tag archive; default to noindex/follow unless Search Console/backlinks justify a curated indexable hub.
/blog/tag/team,404 Not Found,Non-Indexable,,,,0,,Local / Educational,Tag archive,Medium,NOINDEX / TAXONOMY REVIEW,,,P2,Current 404; preserve for backlink/Search Console review before any retirement or redirect decision.
/blog/tag/range+of+motion,200 OK,Indexable,range of motion — Blog — Relief Plus,Frozen Shoulder: Effective Exercises for Regaining Your Range of Motion,,34,https://www.myreliefplus.com/blog/tag/range+of+motion,Local / Educational,Tag archive,Medium,NOINDEX / TAXONOMY REVIEW,,/services,P3,Thin tag archive; default to noindex/follow unless Search Console/backlinks justify a curated indexable hub.
