current_url,current_status,indexability,current_canonical,current_redirect,proposed_target,action,priority,decision_status,notes
https://www.myreliefplus.com/blog/relieving-tension-headaches-the-chiropractic-approach,200 OK,Indexable,https://www.myreliefplus.com/blog/relieving-tension-headaches-the-chiropractic-approach,,/blog/relieving-tension-headaches-the-chiropractic-approach,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog?offset=1710766924823,200 OK,Non-Indexable,https://www.myreliefplus.com/blog,,/blog,Canonicalize pagination/filter URL,P3,Proposed,Keep canonical to /blog and exclude parameter variants from the XML sitemap.
https://www.myreliefplus.com/blog/the-effectiveness-of-dry-needling-for-plantar-fasciitis-insights-by-dr-shawn-d-johnston-at-relief-plus,200 OK,Indexable,https://www.myreliefplus.com/blog/the-effectiveness-of-dry-needling-for-plantar-fasciitis-insights-by-dr-shawn-d-johnston-at-relief-plus,,/blog/the-effectiveness-of-dry-needling-for-plantar-fasciitis-insights-by-dr-shawn-d-johnston-at-relief-plus,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/piriformis-syndrome-and-l5-s1-disc-bulge-a-comparative-insight-by-dr-shawn-johnston-at-relief-plus,200 OK,Indexable,https://www.myreliefplus.com/blog/piriformis-syndrome-and-l5-s1-disc-bulge-a-comparative-insight-by-dr-shawn-johnston-at-relief-plus,,/blog/piriformis-syndrome-and-l5-s1-disc-bulge-a-comparative-insight-by-dr-shawn-johnston-at-relief-plus,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/unraveling-dequervains-syndrome-innovative-treatments-at-relief-plus,200 OK,Indexable,https://www.myreliefplus.com/blog/unraveling-dequervains-syndrome-innovative-treatments-at-relief-plus,,/blog/unraveling-dequervains-syndrome-innovative-treatments-at-relief-plus,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/understanding-arm-numbness-differentiating-causes-by-symptoms,200 OK,Indexable,https://www.myreliefplus.com/blog/understanding-arm-numbness-differentiating-causes-by-symptoms,,/blog/understanding-arm-numbness-differentiating-causes-by-symptoms,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog?offset=1713629520500&reversePaginate=true,0 Blocked by robots.txt,Non-Indexable,,,/blog,Exclude crawl parameter from migration,P3,Proposed,Robots-blocked parameter URL; keep out of sitemap and prevent indexable duplication.
https://www.myreliefplus.com/blog/understanding-the-difference-tension-headaches-vs-migraines,200 OK,Indexable,https://www.myreliefplus.com/blog/understanding-the-difference-tension-headaches-vs-migraines,,/blog/understanding-the-difference-tension-headaches-vs-migraines,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/lipolaser-understanding-the-effectiveness-of-targeted-fat-loss,200 OK,Indexable,https://www.myreliefplus.com/blog/lipolaser-understanding-the-effectiveness-of-targeted-fat-loss,,/blog/lipolaser-understanding-the-effectiveness-of-targeted-fat-loss,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/prp-and-dry-needling-complementary-approaches-to-muscle-injury-treatment-at-relief-plus,200 OK,Indexable,https://www.myreliefplus.com/blog/prp-and-dry-needling-complementary-approaches-to-muscle-injury-treatment-at-relief-plus,,/blog/prp-and-dry-needling-complementary-approaches-to-muscle-injury-treatment-at-relief-plus,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/facet-syndrome-how-chiropractic-adjustments-and-dry-needling-bring-relief,200 OK,Indexable,https://www.myreliefplus.com/blog/facet-syndrome-how-chiropractic-adjustments-and-dry-needling-bring-relief,,/blog/facet-syndrome-how-chiropractic-adjustments-and-dry-needling-bring-relief,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/shockwave-therapy-and-dry-needling-a-dual-approach-to-treating-runners-knee,200 OK,Indexable,https://www.myreliefplus.com/blog/shockwave-therapy-and-dry-needling-a-dual-approach-to-treating-runners-knee,,/blog/shockwave-therapy-and-dry-needling-a-dual-approach-to-treating-runners-knee,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/when-to-wear-a-back-brace-for-disc-pain-a-balanced-approach,200 OK,Indexable,https://www.myreliefplus.com/blog/when-to-wear-a-back-brace-for-disc-pain-a-balanced-approach,,/blog/when-to-wear-a-back-brace-for-disc-pain-a-balanced-approach,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/the-healing-touch-manual-therapy-techniques-for-soft-tissue-mobilization,200 OK,Indexable,https://www.myreliefplus.com/blog/the-healing-touch-manual-therapy-techniques-for-soft-tissue-mobilization,,/blog/the-healing-touch-manual-therapy-techniques-for-soft-tissue-mobilization,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/treating-plantar-fasciitis-through-dry-needling-efficacy-and-mechanism,200 OK,Indexable,https://www.myreliefplus.com/blog/treating-plantar-fasciitis-through-dry-needling-efficacy-and-mechanism,,/blog/treating-plantar-fasciitis-through-dry-needling-efficacy-and-mechanism,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/treating-vertigo-with-acupuncture-a-holistic-approach,200 OK,Indexable,https://www.myreliefplus.com/blog/treating-vertigo-with-acupuncture-a-holistic-approach,,/blog/treating-vertigo-with-acupuncture-a-holistic-approach,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/treating-temporomandibular-joint-dysfunction-with-conservative-care,200 OK,Indexable,https://www.myreliefplus.com/blog/treating-temporomandibular-joint-dysfunction-with-conservative-care,,/blog/treating-temporomandibular-joint-dysfunction-with-conservative-care,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/back-to-basics-core-strengthening-exercises-for-lower-back-pain-relief,200 OK,Indexable,https://www.myreliefplus.com/blog/back-to-basics-core-strengthening-exercises-for-lower-back-pain-relief,,/blog/back-to-basics-core-strengthening-exercises-for-lower-back-pain-relief,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/understanding-scapular-dyskinesis-the-hidden-culprit-behind-shoulder-pain,200 OK,Indexable,https://www.myreliefplus.com/blog/understanding-scapular-dyskinesis-the-hidden-culprit-behind-shoulder-pain,,/blog/understanding-scapular-dyskinesis-the-hidden-culprit-behind-shoulder-pain,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/the-strategic-use-of-trigger-point-injections-at-relief-plus,200 OK,Indexable,https://www.myreliefplus.com/blog/the-strategic-use-of-trigger-point-injections-at-relief-plus,,/blog/the-strategic-use-of-trigger-point-injections-at-relief-plus,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/tag/vertigo,200 OK,Indexable,https://www.myreliefplus.com/blog/tag/vertigo,,/blog/tag/vertigo,Preserve pending taxonomy review,P3,Proposed,Validate organic traffic and uniqueness; preserve at launch unless evidence supports noindex or consolidation.
https://www.myreliefplus.com/blog/tag/accupunture,200 OK,Indexable,https://www.myreliefplus.com/blog/tag/accupunture,,/blog/tag/accupunture,Preserve pending taxonomy review,P3,Proposed,Validate organic traffic and uniqueness; preserve at launch unless evidence supports noindex or consolidation.
https://www.myreliefplus.com/blog/tag/dizzines,200 OK,Indexable,https://www.myreliefplus.com/blog/tag/dizzines,,/blog/tag/dizzines,Preserve pending taxonomy review,P3,Proposed,Validate organic traffic and uniqueness; preserve at launch unless evidence supports noindex or consolidation.
https://www.myreliefplus.com/blog?offset=1710522710380&reversePaginate=true,0 Blocked by robots.txt,Non-Indexable,,,/blog,Exclude crawl parameter from migration,P3,Proposed,Robots-blocked parameter URL; keep out of sitemap and prevent indexable duplication.
https://www.myreliefplus.com/blog/discover-the-power-of-prp-therapy-for-tennis-elbow-at-relief-plus,200 OK,Indexable,https://www.myreliefplus.com/blog/discover-the-power-of-prp-therapy-for-tennis-elbow-at-relief-plus,,/blog/discover-the-power-of-prp-therapy-for-tennis-elbow-at-relief-plus,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/dry-needling-a-game-changer-in-treating-tennis-elbow-at-relief-plus-with-dr-shawn-johnston-1,200 OK,Indexable,https://www.myreliefplus.com/blog/dry-needling-a-game-changer-in-treating-tennis-elbow-at-relief-plus-with-dr-shawn-johnston-1,,/blog/dry-needling-a-game-changer-in-treating-tennis-elbow-at-relief-plus-with-dr-shawn-johnston-1,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/easing-the-grip-of-disc-bulge-with-radicular-pain-traction-and-adjusting-at-relief-plus,200 OK,Indexable,https://www.myreliefplus.com/blog/easing-the-grip-of-disc-bulge-with-radicular-pain-traction-and-adjusting-at-relief-plus,,/blog/easing-the-grip-of-disc-bulge-with-radicular-pain-traction-and-adjusting-at-relief-plus,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/tag/carencro,200 OK,Indexable,https://www.myreliefplus.com/blog/tag/carencro,,/blog/tag/carencro,Preserve pending taxonomy review,P3,Proposed,Validate organic traffic and uniqueness; preserve at launch unless evidence supports noindex or consolidation.
https://www.myreliefplus.com/blog/tag/frozen+shoulder,200 OK,Indexable,https://www.myreliefplus.com/blog/tag/frozen+shoulder,,/blog/tag/frozen+shoulder,Preserve pending taxonomy review,P3,Proposed,Validate organic traffic and uniqueness; preserve at launch unless evidence supports noindex or consolidation.
https://www.myreliefplus.com/blog/tag/chiropractor,200 OK,Indexable,https://www.myreliefplus.com/blog/tag/chiropractor,,/blog/tag/chiropractor,Preserve pending taxonomy review,P3,Proposed,Validate organic traffic and uniqueness; preserve at launch unless evidence supports noindex or consolidation.
https://www.myreliefplus.com/blog/tag/team,404 Not Found,Non-Indexable,,,,Remove or correct internal references,P2,Proposed,Current crawl returns 404; do not recreate unless analytics/backlinks demonstrate value.
https://www.myreliefplus.com/blog/tag/range+of+motion,200 OK,Indexable,https://www.myreliefplus.com/blog/tag/range+of+motion,,/blog/tag/range+of+motion,Preserve pending taxonomy review,P3,Proposed,Validate organic traffic and uniqueness; preserve at launch unless evidence supports noindex or consolidation.
,NEW,Not applicable,,,/knee-osteoarthritis-lafayette,NEW / APPROVED FUTURE CONDITION PAGE,P1,Approved,"New diagnosis-specific page; no legacy equivalent or redirect. Build after or with /knee-pain-lafayette; differentiate from the preserved ozone/knee-osteoarthritis blog article and link both directions. Recommended build order 1 of 8."
,NEW,Not applicable,,,/rotator-cuff-pain-lafayette,NEW / APPROVED FUTURE CONDITION PAGE,P1,Approved,"New diagnosis-specific page; no legacy equivalent or redirect. Keep narrower than /shoulder-pain-lafayette and /tendonitis-treatment-lafayette; review overlap with the scapular-dyskinesis article. Recommended build order 2 of 8."
,NEW,Not applicable,,,/tmj-treatment-lafayette,NEW / APPROVED FUTURE CONDITION PAGE,P1,Approved,"New diagnosis-specific page; no legacy equivalent or redirect. Two preserved TMJ/jaw blog articles require intent, title, canonical, and internal-link review before launch. Recommended build order 3 of 8."
,NEW,Not applicable,,,/frozen-shoulder-lafayette,NEW / APPROVED FUTURE CONDITION PAGE,P1,Approved,"New diagnosis-specific page; no legacy equivalent or redirect. Keep narrower than /shoulder-pain-lafayette and distinct from the exercise-focused frozen-shoulder blog article; tag archive remains under separate review. Recommended build order 4 of 8."
,NEW,Not applicable,,,/hip-bursitis-lafayette,NEW / APPROVED FUTURE CONDITION PAGE,P1,Approved,"New diagnosis-specific Hip Bursitis / Greater Trochanteric Pain Syndrome page; no legacy equivalent or redirect. Keep narrower than /hip-pain-lafayette and link both directions. Recommended build order 5 of 8."
,NEW,Not applicable,,,/tennis-elbow-lafayette,NEW / APPROVED FUTURE CONDITION PAGE,P1,Approved,"New diagnosis-specific page; no legacy equivalent or redirect. Keep diagnosis/loading intent distinct from the preserved PRP and dry-needling tennis-elbow articles and from /tendonitis-treatment-lafayette. Recommended build order 6 of 8."
,NEW,Not applicable,,,/achilles-tendinopathy-lafayette,NEW / APPROVED FUTURE CONDITION PAGE,P1,Approved,"New diagnosis-specific page; no legacy equivalent or redirect. Keep narrower than /tendonitis-treatment-lafayette; distinguish midportion and insertional presentations. Recommended build order 7 of 8."
,NEW,Not applicable,,,/si-joint-pain-lafayette,NEW / APPROVED FUTURE CONDITION PAGE,P1,Approved,"New diagnosis-specific page; no legacy equivalent or redirect. Differentiate SI-region symptoms from confirmed SI-joint pain and from broad /back-pain-lafayette and /hip-pain-lafayette intent. Recommended build order 8 of 8."
